,summary,review_id,bank_id,bank_name,user_id,rating,review,date_posted
2138,Customer Service,16891,10480,Synchrony Bank,2667,5,"Just opened a 5 year cd, everything was completed over the phone. Very easy process, the rep. was very helpful.",2014-06-06
2139,"Five Days After Opening, And I'm Closing The Account",16427,10480,Synchrony Bank,16593,1,"I opened this account last Wednesday. It's now Monday, 5 days later, and I'm closing it. I have had many online accounts over the years, but this experience has been the worst.<br/><br/>** Time-wasting phone call: At the end of the online application, I was told that there was a problem, and I needed to call Customer Service. After speaking with a tech, the CSR said the tech could find nothing wrong and issued an account number immediately. <br/><br/>** Time-wasting activity: When I created my application, the site had me choose an ID and password. However, when logging on for the first time, the site made me change my password. The next day, the site made me change my password AGAIN.<br/><br/>** Least helpful CSR response: I sent a message via secured mail about the password problem. I was told 1) not to confuse my passwords with each other, and 2) I had to call in order to get help.<br/><br/>** The final straw: When I called, the CSR asked if I had certain special characters in my password. I said yes, since the instructions require at least one special character. She said some characters had been allowed, then disallowed, then allowed, etc. She said the problem was being fixed, ""as we speak."" There were no instructions on the site explaining any of this, and my password was always accepted as valid. This password issue spanned several days. I don't know what their definition of ""fixed"" is, but I don't agree with it.<br/><br/>** Just to increase the irritation factor: You need TWO logins for 1) the main site and 2) secure mail. What??!!??<br/><br/>Given all of this, I must conclude that this online bank is not ready for prime time. If they can't get the application and login processes correct, then what else are they getting wrong? I am a programmer by trade, and this whole experience convinced me that they have an immature product. I am not trusting my money to them, and I would advise you to think carefully about trusting yours.",2014-04-14
2140,Easy To Deal With.,16355,10480,Synchrony Bank,12040,5,Transferred Regular IRA and Roth last year. The transition went very well. The people were very helpful. Excellent rates at the time.,2014-04-01
2141,1.1% 13 Mo CD Special,16201,10480,Synchrony Bank,1964,4,Found an unadvertised special (not listed on their website) https://www.myoptimizerplus.com/banking/promotions/promo0214_13monthcd?gemid1=xp1<br/><br/>Enjoy,2014-03-13
2142,"They Win, Customer Loses",39462,11926,CIT Bank,64440,1,"I was able to deposit any amount of money I wished. And they paid interest on it (or at least they indicate they did).<br/><br/>HOWEVER, when I logged in to authorize a transfer to my checking account so I could pay my bills this (first) month -------<br/><br/>New rules. I called in when by login was blocked, was unable to ""identify"" myself to them, was instructed to FAX a copy of my drivers license ( it is illegal under federal to send copies of the new secure ID Drivers license ) OR to go and get a passport and FAX them a copy (too slow and cumbersome ). None of this was required to open the account.<br/><br/>So now my only option is to make 6 transfers per month (Reg D limit) of $ 2000 or less (CIT limit -- nowhere disclosed ) for the next several months to get my money out. <br/><br/>Because I had a balance in CIT my bank was glad to lend me the money this month to pay my bills, while I SLOWLY extract money from CIT. <br/><br/>Caveat Emptor",2019-11-06
2143,Falsely Claim Unlimited Deposits,39426,11926,CIT Bank,61644,2,"The limit per day is $10,000, actually. <br/><br/>The FAQ on the CIT website says this:<br/>""Deposits are unlimited and can be done via funds transfer (ACH), mobile deposit via our mobile app, incoming wire (no fee), or by mailing a check to us.""<br/>--https://www.cit.com/cit-bank/resources/faqs/<br/><br/>So you tell me - are they misrepresenting their policy or just flat out lying?",2019-11-03
2144,CIT Customer Service Is Poor,39120,11926,CIT Bank,63385,2,"I have been using CIT Bank for a while now and several other banks before them. Their customer service is not very friendly, make excuses, and do not help to solve any concerns or problems. Their web system is using statements that only generate with Adobe, so the statements do not download with other browsers, such as Chrome. CIT does not care about compatibility, they just respond that it is not their problem or they are not responsible. Big Bank attitude. Other issues show up with fund transfer holds from established banks and many months of transfer history. No reason to place a hold on a $1000 transfer with history. CIT doe s not raise the Rates on the account very often or by much, even though they offer introductory rates that are much higher.<br/>Overall there is nothing special about CIT bank.",2019-10-06
2145,Good Rates But I Had Online Banking Code Issue,38530,11926,CIT Bank,61893,4,"1. The rates are good and their website is user friendly.<br/>2. I had quite a few problems with the one time security code. The phone call says the code didn't match but they're the same codes. I then had to change from phone call to text message, and the code worked by text message.",2019-08-20
2146,Positive Experiences,38443,11926,CIT Bank,61504,5,"I used CIT Bank for the savings builder for a while, and then I closed the account. The entire experience for me was positive. I found it easy to sign up, found the phone app easy to use, and when I called to close the account, it was a quick and simple process. On the phone, ""Ariana"" helped me, and she was very professional and pleasant and really made the process easy and painless. I would definitely choose CIT bank again in the future. Thanks.",2019-08-14
2147,Rate Of Savings Builder Keeps Dropping,38154,11926,CIT Bank,58080,3,"I was so happy to sign up for the savings builder when it was 2.45%, but it dropped to 2.3 and now again to 2.27, so there are too many other better options out there for me to keep my money in this account. I have had no issues with CIT bank at all overall... and found the sign up easy and clear. I wish they could have kept a better interest rate, but I see many banks dropping them over the last month.",2019-07-21
2148,Long Telephone Wait Times,38148,11926,CIT Bank,55220,1,"Was never able to get through by telephone to ask a few basic questions not listed in the FAQ's. Consequently, I did not fund the account. My experience has shown that chasing the highest APY often results in getting poor customer service, long wait times, limits on ACH transfer amounts, and no online access to Wire Transfers.",2019-07-20
2149,No Problems. Ever.,37947,11926,CIT Bank,59370,5,This is my second time around with CIT and have never had any issues. Transfers will go a little faster if you can use your external bank instead initiating it from CIT.,2019-07-05
2150,No Problems.,37911,11926,CIT Bank,39100,5,"Been dealing with CIT for a while now. Had multiple accounts, MM, SAV, and a CD. I called on the day of maturity and had the full CD funds transferred to my internal CIT MM account within an hour with no holds. Easy as can be. If their rates were more competitive, I would have no hesitation to renew my CD and keep my business at CIT.",2019-07-03
2151,8 Days For Internal Bank Transfer?,37885,11926,CIT Bank,60312,1,"1Year CD maturing in a week, I requested it to be close due to non competitive rate. I request the CD balance to be transfer to my CIT saving account.<br/>I was told 1-3 business days for the transfer and 5 business day hold on the balance. Worst case, 8 business days or 1.5 week. CIT really wants interest free money. My deposits $250+K. Never again!",2019-07-01
2152,Thank You CIT For Making It Easy Peasy,37758,11926,CIT Bank,32371,5,"I opened a CD with CIT a year ago and it is coming due soon. I used online messaging to request the easiest method for transferring when it comes due. Their instructions for an online transfer were clear and easy to follow and the setup was easy with the verified small deposits and withdrawals. As they requested I followed up by providing a message verifying the routing number and account information and CIT says they will handle it from there. Unless something unforeseen occurs, I expect to see those funds post to my other account shortly after maturity. Many folks seem to want better online rates but don't want to deal with online transfers. Part of the trick is to be prepared and have your game plan for transfer in place a week or two before your CD maturity date. (My only request for CIT would be to send an e-mail letting me know to log in when there's an online message to view). Thank you CIT for making it EASY PEASY.",2019-06-19
2153,Tough Times Getting Your Money Out.,37747,11926,CIT Bank,54070,2,"If you get a CD, there’s no simple, automatic or reasonably timely way to get your money out of the clutches of CIT Bank at maturity. There’s no online option to schedule the transaction either in advance or at maturity. And when you call, you have to first transfer the funds to a non-CD internal account - which takes 1-3 business days! - and then transfer out - another 1-3 business days. Meaning your money is tied up 2-6 business days AFTER it matures. No other repository that I’ve worked with, online or Brick&mortar, works this way. Unacceptable for my purposes and suggests to me that perhaps this institution is more of a commercial banking operation than a consumer bank. Rates are B+/A-, but that matters little when you can’t get your money out when you need it!",2019-06-18
2154,This Bank Is Now A Loser,37672,11926,CIT Bank,59738,3,they are paying for a 5 year no differene than 5 years ago what a joke,2019-06-12
2155,Customer Service Is Dirt,37520,11926,CIT Bank,59334,1,"This is my first time banking with CIT. I’ve deposited several thousand dollars into a savings account with them over the last 2-3 months. Now, it’s time to get my money and IT HAS BEEN SO DIFFICULT. It takes SEVERAL days to get your money from them (been trying for 6 days now). I’m used to banking where when I submit a wire transfer request, I get a call within a few minutes verifying the request. Then the bank sends my money where I need it to go *within the hour*.<br/><br/>Here, they take DAYS. There was a problem with a wire and I called them first thing in the morning to check on it. The guy was like “oh our wire department has only been open for an hour but I’m sure everything is fine and they will be in touch with you soon.” OK-- BUT THEN I DIDN'T GET A CALL BACK UNTIL IT WAS “TOO LATE TO SEND MY WIRE THAT DAY”. Are you kidding me?? You can’t do business like this. They only accept wire transfer requests from 8:30am until 10:30am. After that you have to wait until the next day. These operating hours are a joke! Most banks have a wire cut off time of 2:30 or 3:00pm. <br/><br/>If you’re going to have terrible operating hours, CALL ME TO SORT OUT THE PROBLEM BEFORE ITS TOO LATE! I’m used to moving millions through banks each month and NEVER have they pushed something off until it was “too late” to handle it that day. I’M PAYING WITH A WIRE TRANSFER BECAUSE *OBVIOUSLY* IT’S URGENT. Why would you push it off like it’s unimportant??<br/><br/>Also the mobile app has very limited options. Most things must be done through the full website which is stupid considering the company prides itself on it’s mobile banking abilities that supposedly set it apart from traditional banks.<br/><br/>In sum: Go to a brick and mortar bank with a banker you can form a relationship with. This online crap where you speak to someone different every time you call or need help is a joke. Also, those people don’t care about you at all. They don’t know you. They don’t want to know you. Once you hang up the phone, you’re no longer their problem because they don't require their employees resolve issues themselves and they don't send out a survey afterwards where you can grade the employee who helped you. This leads to extremely poor service because no one is held accountable.<br/><br/>I urge you, *urge you* to go to a bank where you can form a real relationship with them. Then people will help you when you need it. CIT BANK is a joke. Your financial life is important. Having access to your money can mean the difference between closing a deal or losing a deal, or getting hit with late fees, or finance charges, or you might even default on a loan if you bank with CIT Bank... and it’s all because they decided they didn’t care enough to release *your* money that *you* worked hard for on the day you requested it.",2019-05-30
2156,Beware CIT Bank Customer Service,37435,11926,CIT Bank,59220,3,https://medium.com/@mvines/cit-bank-seems-great-until-something-goes-wrong-5b1821f4a766,2019-05-26
2157,They Will Jerk You Around For Months,37403,11926,CIT Bank,59126,1,"STAY AWAY unless you like to be jerked around, I have several accounts there and they have denied me access to over 73,000 for going on 6 weeks and now they want me to send more forms.",2019-05-23
2158,Savings Builder New (May 2019) Rate,37166,11926,CIT Bank,53027,4,"My rate went from 2.45% to 2.37%. I'm not sure why my rate isn't showing 2.40% as another post reports as the new rate. I have in excess of $50,000 in my account.",2019-05-05
2159,They Don't Want My Business,36892,11926,CIT Bank,57582,1,"I applied to open a money market account with the intention to deposit about $45,000, hoping to get their advertised 2.45% APY. After filling out their application online, they emailed me a couple of days later saying they can't verify that I'm who I claim to be. Rather than asking for proof, they just turned down my application.<br/><br/>But it all turned out okay. I went to my bank and asked if they had anything comparable. They showed me an 18-month CD with 2.75%, so I put all my money there. CIT's loss. You guys aren't too big to fail.",2019-04-05
2160,CIT Bank Is A Ripoff,36712,11926,CIT Bank,57017,1,"Can’t recommend CIT Bank anymore. Got a letter in the mail on Monday that a CD I had with them had been renewed. The term and rate of the renewal were not what I would want to maximize my money. I then contacted CIT Bank and was informed that since I didn’t have Account Alerts - Certificate of Deposit Maturing turned on I would not get a notification of my CD maturing. I have never had this happen with a bank before – always got a notification that the CD is maturing by mail or email. They said there was nothing they could do about it and I should have know when my CD was maturing. I understand it is my responsibility to track the CD maturity dates, but having the notification of CD renewal default of OFF is not right. So please do not do business with CIT Bank unless you want to be ripped off.",2019-03-21
2161,Terrible Customer Service And Not Supportive Of The US Military Abroad,36704,11926,CIT Bank,56994,1,"I attempted to set up an account while my family is being stationed overseas with the US Military. We do not have a US phone number where we are currently stationed and that stopped the online application (even after they took all my transfer information from my current bank). I contacted their customer service and was told that I should ""wait until I get back to the US to open an account"" and ""every service member overseas has a US phone number"" I have a US address, an APO for a military base but there was no additional help just ""oh well"". Fortunately, Ally bank had courteous service and a paper application to help with our needs. It is unacceptable to throw your hands in the air when presented with a problem. I am willing to lose the .001 percent interest to go with a bank who can find a stamp and professional staff members.",2019-03-20
2162,"Bait And Switch, In Essence Calling Us Liars, Very Disappointed",36699,11926,CIT Bank,56987,1,"Just spent 40 minutes on phone with customer service rep, then elevated to supervisor. Issue NOT resolved. Just read many online reviews of similar situations and am discouraged. We have a five year jumbo cd with CIT that expired two weeks ago. I have been waiting for the check of $111,000 approx to be received. We are currently in FL for the winter, until next week. I phoned CIT prior to coming to FL the end of Dec to assure CD was squared away. Was given options of roll over, wire transfer, mail check etc upon due date. I said I wanted MAIL CHECK. customer service said no record of me calling and made me feel like I was lying. I have no email at xxxxxxxx except MONTHLY STATEMENTS, I was told by customer service rep that our mail from CIT has been returned since FEB. our mail was to be transferred to winter FL address but apparently CIT mail was returned to CIT. Thus any mail letters From CIT regarding the CD, or the check, were returned. CIT told me this. Now CIT wants to charge us $1950 to early terminate the NEW 5 YEAR CD we did not authorize or want. I have asked to please send our money back explaining that I had set up this NON RENEWAL CASH OUT when I called in Dec but they say I did not call. They now have our money in a low rate 5 year cd and are holding it hostage unless WE pay a penalty of $1900ish when clearly they see we did not get mail in recent months regarding anything from CIT, and they suspiciously say we did not call in Dec which I did to assure this financial issue was taken care of while we were out of state for winter. I called today because we hadn't received the check yet, and knew the CD came due by mid March. Very disappointing. I would like this elevated and resolved asap. We specifically said DO NOT RENEW, and they said it would be noted to mail a check upon term expiration a week ago.",2019-03-20
2163,Worst Experience Ever,36639,11926,CIT Bank,56787,1,"After seeing their great rate advertised on this site, I was hopeful this would be a great way to save money. However, after reading several bad reviews on this site, I decided to test it before making a large deposit (thankfully). So I opened a savings builder at 2.45% with the minimum $100 and made 2 more $100 deposits in 1 months time. Yet they held my 3rd payment until it was past the monthly cut off, and instead, it was deposited 1 day after their supposed cut off, therefore pushing my account down to the lower rate of a mere 1%. I called twice and the woman I spoke to first said they would honor the higher rate and it would be shown on my account effective immediately. I checked online later that day and it was still showing the lower 1% rate. I called again and they had no recollection of this. In fact, they tried to pretend they didn't know anything about the first call, then admitted there was a note on the account, but nothing about honoring the higher rate. The agent and his manager straight up told me that they would not honor the rate. I closed the account, and I am worried my money will disappear (thankfully it's only $300 but still). This proves that they never intended to honor the higher rate and it's just a scam, hoping people don't notice, designed to steal money. They need to be forced to run an ethical business or be completely shut down from Banking.",2019-03-14
2164,My Experience,36586,11926,CIT Bank,53032,4,"I would like to comment on my experience with this bank, as it matches up with some other comments that I have read. First off, the account opening procedure was very easy. Some banks make you jump through hoops to join them, but not this bank. The problem started for me when I didn't completely understand the ""available balance"" number in the App and also why I couldn't verify what I had done online. CIT basically locked me out online, giving out bogus choices to send ""security codes "" but i'm now reading they pretty much do this to everyone. I had to call and request a call back so that I could access my account online (other than the weak app). The ""available balance"" bothers me, but I have proved (and they confirm as well) that interest does indeed start accruing when the deposit is posted, not when it becomes available. Its a very strange setup, should be available the next day. Oh well. Finally I tested my first withdrawal 2 days ago, and the money was in my other bank the next day! So that's definitely a positive. In summary, this bank is definitely quirky, and may not be for the feint of heart. But as long as they continue to be an interest leader, i'll deal!",2019-03-07
2165,SLOW To Transfer Money,36530,11926,CIT Bank,56413,1,"I submitted a wire request before 1:30pm EST, and their policy says it will be initiated the same day. It wasn't. I called later that evening and asked about it, they said they were very busy with many wire requests, and would send it through first thing in the morning. That didn't happen either. I had to call back a 3rd time and keep pushing through their BS before a manager would expedite the request for me. So don't put your money here if you plan on actually using it. Ally gets stuff done the same day, no problems.",2019-02-28
2166,Poor Phone Service,36395,11926,CIT Bank,56067,2,"Closed my last CD with this bank due to 30 minute + waits for phone service. In closing the account, I faxed a wire transfer request to them which they claim they never received. Ended up emailing the request to them. On the plus side, their internal (one must set up a login account) email response time was consistently within the 24 hours they promised.",2019-02-12
2167,"I Took Advantage Of The New Savings Builder Account, This Was My Experience.",36272,11926,CIT Bank,7984,1,"I am a big fan of high yield savings accounts. I have used many of the big names including Capital One 360 which overall I was happy with. I saw that CIT Bank was offering 2.45% on balances over $25,000 or if you make one transfer a month into the account of $100 or more. I opened an account and got started and transferred my money in. The web interface is a bit dated, reminds me of the old American Express personal savings interface and some others as it's through i-bankingservices (which apparently hosts many banking interfaces for various banks). The website is very clunky. To locate my account number, I had to go retrieve a document that was posted to my account when I opened it. There's no place else to retrieve the account number. I also noticed no place that had the routing number either.<br/><br/>Since I initiated my transfer via CIT Bank (and didn't push it from an external bank) the money shows on my account but would not be available for up to five business days. This was made clear on the website, however, I have been attempting to contact customer service for the last three days to find out when my funds will be available and it's IMPOSSIBLE to get ahold of anyone. There is no online chat feature, I sent a message on the online portal but this takes multiple days to receive a response and waiting on hold for 1+ hours is unacceptable to me. This isn't worth the aggravation for a measly ~0.2% APY. I had high hopes for CIT Bank but this experience has been very disappointing. They claim their customer service is like this because of the interest in the savings builder account yet many reviews speak very badly about their customer service. It also seems like CIT Bank is known to create ""new"" savings accounts every so often with better rates and not update the interest rates for existing account holders. <br/><br/>I have decided to leave CIT Bank for Ally bank as my experiences with them in the past have been excellent, they're very easy to get ahold of and their online interface is one of the best I have seen. Proceed at your own risk when signing up for a CIT Bank account.",2019-01-30
2168,Best Experience EVER,36265,11926,CIT Bank,55755,5,"I have dealt with a number of banks. Most, I have to go thru a gauntlet of which numbers to press and so forth. Very frustrating. But with CIT I get to an operator quickly and one who has the answers and can help me the first time in an outstanding manner. I have received quick courteous service a number of times. If they had a local branch I would do ALL my banking business here.",2019-01-29
2169,Has Great Rates But Ok Online Banking,36242,11926,CIT Bank,55692,5,"Opened account recently, had best savings rate, account opening was a breeze, online banking is average. Website navigation is average however best rate in town!! Call center access is not 24/7 as other banks.",2019-01-26
2170,"CIT Bank Is Easy To Recommend. A Couple Of Things Would Help, However.",36200,11926,CIT Bank,55555,4,"I have multiple CDs and the Savings account with the 2.45% rate. For the most part, I have had a positive experience. I can recommend CIT easily. <br/><br/>My constructive critique would include: 1) Please add the capability to title an account with a revocable Trust name. Most people with substantial size accounts need to keep these accounts inside of a personal Living (Revocable) Trust. Note: a number of competitors do permit Trust accounts. 2) I could not rate the web experience with more than 2 stars because there are a few software glitches in the web product that make navigation on the website difficult. I almost gave up when first using the site.",2019-01-20
2171,Great Interest Rates With Basic Savings!,36197,11926,CIT Bank,55541,5,"I have been a customer for about five years. They always have great rates, been good on phones or website. Currently their Savings is at 2.45% I think highest in the nation. You have to make sure to follow closely, but normally will be able to find a great rate!",2019-01-19
2172,We Gave Up After 3 Calls,36196,11926,CIT Bank,55538,1,"My wife and I set up a joint account to contine aggressively saving toward a down payment on a home. We linked our savings accounts from our other two financial institutions. It took several days to get them up and running because you have to verify two separate micro deposit/withdrawals. Every time you log into your account, you have to verify your identity with a code that is either delivered by text or by phone call. It was a little annoying that the codes could only be sent to me even though it was a joint account (or at least that’s what customer service told us). My wife wanted to get everything up and running ASAP and I would get texts at work knowing my wife was attempting to get the accounts linked. The problems started occurring when we tried to link our checking accounts so we could automatically send money over to CIT after every paycheck. Even though we had no problem verifying the micro deposits for our old savings accounts, CIT kept saying the amounts we were entering when attempting to link our checking accounts were incorrect. An error message would pop up with a phone number to call. We called this number 3 times over the course of 3 weeks. Every time we were on hold for 45 minutes to an hour before speaking to anyone. The first time, the agent said my wife had to create her own online banking profile that is also linked to the account. Not quite sure why. They still text my phone with a verification code every time a transaction is attempted. On the second call, they told her to delete the profile the first agent told her to create. Still unable to verify our checking accounts. Finally, we called them a third time and the agent told her to try again since the only possibility was that we were putting in the wrong numbers. I hope the two of us aren’t dumb enough to plug in the wrong numbers multiple times after acing it on our first two savings accounts. We said this was the third time we were told to try it again and were wondering if there was another way to link the accounts. Even a paper form requiring a notary would’ve been a better option at this point. The agent told us there was no other way to link the accounts. It’s unsettling to have large amounts of cash tied up in an online bank that has such a poor user experience. My wife was upset that the website said to call customer service to aid in verifying the accounts and they apparently can’t actually do that. We were so annoyed that we immediately set up an order to empty the CIT account back into our old accounts. We set up a Goldman Sachs Marcus account and linked all our bank accounts in 5 minutes. 5 minutes vs 3 weeks. This was our original plan but CIT lured us in with the marginally higher APR. The agent on the last call said if we couldn’t figure out how to link our checking accounts, we could make deposits by mailing checks.",2019-01-19
2173,A Rare 2Nd Chance But Be Extra Careful,36173,11926,CIT Bank,43773,2,"I'm giving CIT Bank a rare second change after their initial horrid first impression. However my guard is up and I'm incredibly wary as they have concocted intentionally complex and confusing terms (see: https://www.cit.com/cit-bank/tiered-savings-account-savings-builder-direct/).<br/><br/>Their Savings Builder account is a rate leader if you qualify for the 2.45% APY. Unlike their disastrous No Penalty CDs, this account remains liquid and I can transfer the money out at the drop of a hat. Here is where you must be careful though as they may ""steal"" your interest from you if your timing is off<br/><br/>From my understanding, if you transfer your money out before the 25th of the current month you'd still earn 2.45% APY at the end of the current month provided you had a deposit of $100 or balance of $25k on the 25th of the PREVIOUS month. However, any money that comes back into the account will be at the lower rate until the 25th of the next month when it will be re-evaluated.<br/><br/>Their ACH pull service seems to be decent with money appearing in my current balance the next day regardless of source but I'm watching carefully.",2019-01-17
2174,Update From 1/17 With A Positive Outcome (See Comments),36167,11926,CIT Bank,55493,4,"Here's what I wrote to this bank in their message center, on their FaceBook page, and in a tweet (impossible to get through by phone). It says it all.<br/><br/>You have made an egregious error in attempting to transfer two deposits from my external account. I AUTHORIZED ONE withdrawal from that account. Now, since you have attempted to withdraw TWO deposits the bank has notified my that my account is overdrawn: ""Your account is overdrawn... If you do not make a deposit on time, any checks, transfers or bill payments from your account will be returned unpaid. One Insufficient Funds Fee is assessed each day items are returned unpaid.""<br/><br/>You MUST correct your error, DO NOT attempt to withdraw the second amount -- that is UNAUTHORIZED. I will also expect CIT Bank to pay any penalties and fees associated with your error.<br/><br/>I expect resolution tomorrow, January 17. How completely and quickly you fix this mess you created will determine whether I stay with the bank.<br/><br/>As you can imagine, I could not be more disappointed, and I cannot believe you have behaved in such an incompetent manner.",2019-01-17
2175,Worse Customer Service Ever,36132,11926,CIT Bank,55404,1,"I've never experienced customer service this poor--even from the cable company! Two days of trying to get through on the phone to verify my new account with no success. Recording says if you leave a number they'll call you back, but they don't. I've e-mailed customer service and gotten a reply that it'll take 2-3 business days to respond. All I want to do now is cancel my account application. No matter what interest rate they offer, it's simply not worth the time or aggravation of dealing with second-rate customer service.",2019-01-13
2176,Introductory Rate?,36130,11926,CIT Bank,53032,3,"I'm looking at the website and it clearly states the 2.45,% is ""introductory"". I'm concerned about opening up an account and having the rate reduced shortly thereafter. Should I be?",2019-01-12
2177,Worse Experience EVER,36083,11926,CIT Bank,55303,1,"I opened the account and made the two mini deposits to make sure it worked. All was well. I then transferred a significant deposit from my home bank and instead of taking it once that took it TWICE. Needless to say, I didn't have enough money to cover this mistake. My checking account was at a negative balance for thousands of dollars. My local banker tried to contact CIT and they told him they had some problems which allowed this to happen. They at no time offered to return the second deposit. I have been on hold for HOURS trying to get in contact with CIT. They do not return the phone call or have they responded to a text message I made 24 hours ago. <br/><br/>I don't care what their rate is, I have spent more time on this than any interest I would have made in a year.<br/>After 24 hours I now have $74 in overdraft charges. Totally mindboggling.<br/><br/>How can they stay in business with this kind of total indifference after taking TWICE as much money as I transferred?",2019-01-09
2178,Good Rates...But LOUSY SERVICE!,36062,11926,CIT Bank,55256,1,"Opened an account on their website and received confirmation that it was open. When I try to sign in it requests a ""one-time security"" code that I need to enter once they call me. Tried 6-7 times to get them to call my number with no success. When I call them to resolve the issue I get the dreaded "" we are experiencing very heavy call volume"" so I request a call back. When a company gives you a recorded message that says this, what they are actually saying is we don't care enough about our customers to respond to you in a timely manner. That was 5 hours ago and no return call. I REFUSE TO DO BUSINESS WITH COMPANIES WHO HAVE LOUSY CUSTOMER SERVICE.....ACCOUNT CANCELLED.",2019-01-07
2179,Crappy Rate,36052,11926,CIT Bank,55208,2,High rate is only introductory for 1 month then it goes down to 1% they are tricky. Read the disclosures first. Don’t deal with them.,2019-01-05
2180,Poor Customer Treatment,35748,11926,CIT Bank,54408,1,Rather than increasing Money Market rates for existing customers CIT advertises higher rates and requires existing customers to sign up for a new account to receive the higher interest rates. I have had an account since 2015 and assumed each time I saw a higher interest rate advertised that I was getting the benefit of the higher rate. NOT SO!<br/><br/>They are currently advertising 2.25% for money market accounts.....yet my account is only receiving 1.05%. When I confronted them they advised that I had to sign up for the new 2.25% account to receive that interest rate. Of course they had not bothered to communicate that. I also have accounts at Barclays and Marcus and they automatically increased my interest rate to their advertised rate when they raised rates. <br/><br/>This Bank does not value existing customers!,2018-11-24
2181,"Great Rates, Terrible Access",35618,11926,CIT Bank,54070,3,"The rate are great. <br/>Access is horrible. <br/>1. Phone queues run upwards of 10.”<br/>2. Mobile app is worthless - it lets you see your accounts, but won’t let you do anything, such as transfer funds, or even access customer service<br/><br/>3. Documentation of accounts is substandard - better hope you never have to make a claim - because you’ll have only piecemeal data that won’t hold up to any scrutiny. <br/>4. You can put your funds in a CD, but getting them out, even at maturity, is a virtual minefield of obstacles. There is no online option. There is no call in<br/>option. Send them a “secured message” but even that won’t work.<br/><br/>Management is responsive, but that takes way too much effort - customer service and access are just poorly designed, and until it gets completely overhauled, look for competitive rates and much user-friendlier banking at other institutions.",2018-11-07
2182,3 Days To Transfer From CD To Savings,35281,11926,CIT Bank,53591,1,"I had a penalty free CD and a high yield savings account. On Tuesday, I asked for my CD to be closed and the money put into my high yield savings account. It is Friday, and the money is still not in my high yield account. I called customer service and was told it takes 24 to 72 hours! To transfer money within CIT bank! In my other online banks, money moves immediately when I make an internal transfer. Ridiculous!",2018-10-12
2183,CIT Bank Is Very Good If You Don't Mind The Really Minor Hoops To Jump.,35274,11926,CIT Bank,47762,5,"I've been very pleased with CIT Bank. It is one of the 6 different online banks I've banked with for the last 2.5 years. I have a pretty good feel now for what I can expect with some online banks. PurePoint Bank and CIT Bank are pretty much now the only banks I deal with online and I have since dropped the other 4 banks. PurePoint and CIT Bank offer among the highest available interest rates from banks that are sizable enough for me to feel safe with, and who has a good track record with customer service, as I don't want my money at a bank that I have to fear getting hacked, or having trouble accessing my money. Nor do I want to bank with an institution that is financially on shaky ground. I have once before transferred $75K out of CIT Bank via ACH, and the process was complete in 18 hours without a hitch and left me feeling very comfortable about doing business with them. With comparing the 2 banks, Pure Point is proactive and usually among the fastest of the large banks to increase their rates to 2.15%, and they do it for you voluntarily, while CIT Bank on the other hand took only a few days longer to increase their rates, and they might make you call them so that you have to jump through small hoops to get it. While CIT Bank did automatically raise my rates for me the last time around some months back to 1.85%, I had to call them this week to get their new higher 2.15% rate. Don't be surprised when CIT Bank (or any other bank) raises their rates substantially, and you find that their phone lines are tied up for over an hour. I had to call and leave my tel number twice with them. On the 2nd attempt the next day, they did call me back within 7 minutes. They are always very friendly and patient. They instructed me to open the new ""Saving Builder"" account with them to get the higher 2.15% rate. Because I already have an account with them, the process was very fast and easy. You merely go into your existing account and click on the green box to request a new account. You don't change your user name or password. The website page guides you along so that the process is simple, and once you are already a client with this bank the process should remain just as easy for you with any other future rate increases they may have.",2018-10-11
2184,Has Potential To Be Better,35026,11926,CIT Bank,53101,3,"I have been a customer of CIT bank for almost a year now. I was drawn to their competitive savings rate, and no penalty CD rate. I also have accounts with several other online banks, including Ally so I am able to compare each for myself. Let me first start off by saying the customer service at CIT bank is outstanding. Every representative I have talked to is very polite and helpful. Each time I have had to close, or fund a new account, it has been a smooth process. *Knock on wood* However, the process of having to pick up the phone each time I want do this is the part I don't like. I rather do this myself with the ease of my computer or phone. For example, Ally has that option where I can personally close my no penalty CDs and immediately fund the new one. With CIT, I cannot close anything, hence a phone call. Also with the CIT mobile app, it is very basic and doesn't offer much other than a snapshot of my accounts. Ally offers a detailed app with several other features. I can also track the up to date interest on my no penalty accounts. CIT only gives me the interest information by the month. I also noticed CIT has a longer hold on incoming funds from outside banks, than with any other online bank I used. This why I choose not to add any additional funds into CIT. If CIT were to make the necessary changes, I would probably do so. However, their rates are competitive so I'll keep what I have with them for now.",2018-09-14
2185,Feel Hijacked By CIT Bank,34870,11926,CIT Bank,52730,1,"I requested to transfer my money out from CIT Bank this year.  CIT rejected it, claiming that my signature did not match. CIT could not provide any evidence to support the signature mismatch<br/><br/>CIT said that they need notary.  I sent new transfer request with notary.  CIT rejected it again, claiming that they need All Purpose Acknowledge.  CIT did not ask for it in the first place.   CIT could not provide me with the policy that defines the requirement for All Purpose Acknowledge, though I asked for it.<br/><br/>I'll never do business with this bank again. <br/><br/>Please think twice when you try to deposit your money to CIT Bank.",2018-08-28
